ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
8557,4,2,2,4,166,4,1,1,9,152,0
8558,0,2,4,0,179,2,1,1,6,742,0
8559,1,2,3,0,140,3,2,0,2,678,0
8560,2,2,3,3,125,4,2,1,5,470,1
8561,4,2,3,0,175,3,1,0,4,839,1
8562,3,2,2,3,133,3,1,1,6,46,1
8563,4,2,1,1,81,0,0,1,8,2745,0
8564,0,2,1,1,97,0,1,1,2,2891,1
8565,1,2,1,3,69,0,2,1,0,3786,0
8566,2,2,2,4,87,2,1,1,2,3912,0
8567,4,2,2,1,65,1,1,0,7,2493,0
8568,3,2,0,4,142,0,1,0,5,3386,1
8569,4,2,1,4,95,2,1,1,1,3248,1
8570,0,2,1,0,69,1,1,1,9,3856,0
8571,1,2,1,4,137,0,2,0,1,2309,0
8572,2,2,2,3,138,0,2,0,7,3785,0
8573,4,2,2,2,156,1,2,0,9,3836,1
8574,3,2,1,1,59,1,1,1,0,3773,1
8575,4,2,1,0,173,6,2,0,3,2404,0
8576,0,2,2,0,128,0,1,0,5,2561,1
8577,1,2,3,3,134,1,2,1,5,2372,0
8578,2,2,2,4,157,1,1,0,0,3459,0
8579,4,2,3,0,85,1,1,0,2,3194,0
8580,3,2,2,1,137,2,0,0,5,3322,0
8581,4,2,2,3,147,3,2,1,9,2467,0
8582,0,2,3,4,175,0,2,1,5,2881,1
8583,1,2,2,2,38,2,1,1,7,2965,1
8584,2,2,1,1,58,7,0,0,7,3845,1
8585,4,2,4,3,126,6,1,0,0,3842,1
8586,3,2,1,4,155,7,2,1,8,3988,0
8587,4,2,2,4,143,1,1,1,5,3226,1
8588,0,2,3,0,115,1,1,1,6,3642,1
8589,1,2,1,1,99,7,1,0,8,2371,0
8590,2,2,2,4,128,7,2,0,6,2623,1
8591,4,2,2,3,48,6,2,1,5,2501,1
8592,3,2,2,0,71,2,0,1,6,3330,0
8593,4,2,1,2,92,2,2,1,0,2409,1
8594,0,2,0,3,149,0,2,0,9,3446,0
8595,1,2,0,0,116,0,0,0,7,2244,0
8596,2,2,1,4,144,1,1,0,5,3688,0
8597,4,2,3,0,130,3,2,1,2,396,0
8598,3,2,4,2,182,2,1,0,8,355,0
8599,4,2,2,0,136,3,2,1,7,907,0
8600,0,2,4,4,191,2,1,1,7,448,0
8601,1,2,2,4,132,3,1,1,4,360,1
8602,2,2,3,4,136,3,1,1,0,123,0
8603,4,2,4,4,212,2,1,1,3,198,0
8604,3,1,5,0,191,2,1,1,0,639,0
8605,4,1,4,4,150,2,2,1,1,562,0
8606,0,1,2,0,166,4,1,0,2,802,1
8607,1,1,4,4,179,2,1,0,5,842,0
8608,2,1,3,2,140,3,2,1,9,610,0
8609,4,1,3,1,125,4,2,1,3,916,1
8610,3,1,3,3,132,3,1,0,8,530,1
8611,4,1,2,4,138,3,1,0,0,952,1
8612,0,1,3,0,146,3,1,1,8,742,0
8613,1,1,5,0,211,2,1,0,7,328,0
8614,2,1,4,2,164,2,1,1,3,346,0
8615,4,1,2,4,143,3,1,1,6,367,0
8616,3,1,4,3,209,2,1,0,0,371,0
8617,4,1,3,1,158,4,1,0,4,915,0
8618,0,1,0,0,162,3,1,0,8,529,1
8619,1,1,3,2,171,4,1,1,9,25,0
8620,2,1,2,1,150,3,1,0,9,699,0
8621,4,1,2,1,150,3,1,1,8,202,1
8622,3,1,2,1,165,3,2,1,4,69,1
8623,4,1,3,0,143,3,1,0,5,788,0
8624,0,1,3,2,149,3,1,1,7,453,0
8625,1,1,3,2,141,3,2,0,1,839,1
8626,2,0,5,2,211,2,1,1,0,767,1
8627,4,0,3,1,156,3,1,0,9,549,0
8628,3,0,3,4,129,3,1,1,6,164,0
8629,4,0,4,3,162,2,1,0,6,704,1
8630,0,0,5,0,158,2,2,1,5,273,1
8631,1,0,3,2,136,3,1,0,0,807,1
8632,2,0,5,0,159,2,2,0,2,434,0
8633,4,0,3,0,139,3,1,0,9,885,0
8634,3,0,5,4,173,2,2,1,1,573,0
8635,4,0,4,1,147,2,1,1,3,743,0
8636,0,0,5,1,157,2,1,1,0,286,1
8637,1,0,3,0,170,3,2,0,1,771,0
8638,2,0,3,2,58,2,1,0,2,62,1
8639,4,0,2,2,149,3,1,1,3,452,0
8640,3,0,2,4,179,3,2,0,7,89,1
8641,4,0,4,0,165,2,2,1,9,282,1
8642,0,0,2,4,177,3,1,1,1,425,0
8643,1,0,4,3,207,3,1,1,4,191,1
8644,2,0,3,0,159,3,1,1,2,555,1
8645,4,0,2,3,129,3,1,0,0,458,1
8646,3,0,2,4,137,4,1,1,7,172,0
8647,4,0,4,0,189,2,1,0,2,432,1
8648,0,2,3,4,176,2,2,1,9,370,1
8649,1,2,5,4,177,2,2,1,8,319,1
8650,2,2,2,2,157,4,1,0,3,763,1
8651,4,2,4,1,183,2,2,0,3,144,0
8652,3,2,2,1,139,3,1,1,7,20,0
8653,4,2,2,0,159,3,1,0,8,767,1
8654,0,2,5,4,205,2,1,0,6,705,0
8655,1,2,5,0,149,2,2,1,3,632,1
8656,2,2,5,4,169,2,1,0,0,582,0
8657,4,2,2,3,156,3,2,1,1,956,1
8658,3,2,4,0,185,2,2,1,1,573,0
8659,4,2,4,1,173,2,2,0,9,162,0
8660,0,2,2,1,175,3,2,1,3,613,1
8661,1,2,3,1,143,3,2,0,5,352,1
8662,2,2,5,4,197,2,1,0,1,76,1
8663,4,2,2,0,69,3,2,0,0,2286,1
8664,3,2,1,2,106,2,1,0,8,3002,0
8665,4,2,2,3,105,1,1,0,1,3443,0
8666,0,2,3,4,65,1,1,0,4,2798,0
8667,1,2,3,4,97,1,1,0,2,3117,0
8668,2,2,1,0,56,1,1,1,0,3032,1
8669,4,2,2,3,93,0,2,1,2,3870,1
8670,3,2,1,0,63,1,1,1,9,2877,1
8671,4,2,3,0,163,1,1,1,0,3768,0
8672,0,2,1,1,128,1,2,1,7,3901,0
8673,1,2,2,3,76,0,2,0,2,3591,1
8674,2,2,2,4,52,1,2,0,4,3284,0
8675,4,2,2,2,178,1,2,0,7,2391,0
8676,3,2,1,0,111,2,1,0,8,3920,0
8677,4,2,2,4,63,3,2,0,1,3700,1
8678,0,2,1,0,102,1,1,1,2,3048,1
8679,1,2,2,4,100,0,2,0,2,3558,0
8680,2,2,3,0,41,0,1,1,8,2680,1
8681,4,2,1,2,96,1,2,1,3,3532,0
8682,3,2,1,3,118,1,1,0,0,3765,0
8683,4,2,4,2,171,2,2,1,1,3948,1
8684,0,2,1,4,109,1,2,0,8,2665,1
8685,1,2,0,3,6,2,2,0,5,3477,0
8686,2,2,1,1,54,0,2,1,4,3330,0
8687,4,2,3,0,80,1,1,1,2,3949,0
8688,3,2,1,2,73,1,0,1,0,2744,0
8689,4,2,2,3,55,1,2,0,4,2828,0
8690,0,2,1,4,147,1,1,1,0,2721,0
8691,1,2,2,1,54,0,1,0,1,3365,0
8692,2,2,2,2,133,0,1,1,5,2342,1
8693,4,2,4,1,68,2,1,1,5,3330,0
8694,3,2,1,4,124,1,1,0,8,3718,1
8695,4,2,1,0,91,1,2,1,6,2705,0
8696,0,2,3,3,159,1,1,0,0,3812,1
8697,1,2,3,3,156,1,2,1,1,2278,0
8698,2,2,3,4,146,2,2,0,1,3419,0
8699,4,2,1,0,66,1,1,1,6,3152,0
8700,3,2,1,1,123,1,2,1,0,3003,1
8701,4,2,2,1,152,1,1,1,1,3108,1
8702,0,2,2,2,132,1,2,0,0,3465,1
8703,1,2,2,3,53,0,2,0,1,3912,0
8704,2,2,1,4,110,1,2,0,8,3792,0
8705,4,2,1,0,108,1,2,1,3,2717,1
8706,3,2,3,2,126,2,2,1,1,2180,0
8707,4,2,1,4,152,0,2,1,0,2226,1
8708,0,2,1,2,129,1,2,0,6,3044,1
8709,1,2,1,1,148,0,0,0,8,2258,0
8710,2,2,0,2,88,2,2,1,2,2815,0
8711,4,2,2,4,127,1,1,1,8,3695,1
8712,3,2,2,1,37,4,2,0,8,2965,0
8713,4,2,2,2,68,2,2,1,0,2372,0
8714,0,2,1,4,126,2,2,0,8,2362,0
8715,1,2,0,0,102,0,1,1,7,2436,0
8716,2,2,3,4,102,1,1,0,4,2849,1
8717,4,2,3,0,97,4,2,0,3,3990,0
8718,3,2,3,0,53,1,1,0,8,3244,1
8719,4,2,2,3,169,2,2,0,5,2705,1
8720,0,2,1,2,91,0,1,0,6,2946,0
8721,1,2,2,4,102,0,2,0,8,2226,0
8722,2,2,1,3,81,1,2,0,0,3048,0
8723,4,2,3,2,159,2,1,0,4,3902,0
8724,3,2,1,1,45,0,2,0,6,3299,0
8725,4,2,1,1,84,0,2,0,3,2852,1
8726,0,2,1,3,158,1,0,1,3,3863,1
8727,1,2,0,2,115,0,2,1,1,2709,0
8728,2,2,1,3,142,0,2,1,6,3999,0
8729,4,2,2,3,143,1,2,1,5,3679,0
8730,3,2,2,2,79,0,2,1,2,3044,1
8731,4,2,3,1,142,0,1,1,4,3747,0
8732,0,2,4,3,172,2,2,1,4,2242,1
8733,1,2,2,4,46,0,2,1,9,3483,1
8734,2,2,1,1,90,0,2,1,2,3755,0
8735,4,2,2,2,58,1,2,0,3,2954,1
8736,3,2,2,3,133,0,1,0,8,3718,1
8737,4,2,1,3,168,1,1,1,7,2675,1
8738,0,2,2,2,100,1,2,0,7,3594,0
8739,1,2,3,1,73,0,2,1,3,4025,1
8740,2,2,1,4,72,1,1,1,7,3909,0
8741,4,1,1,3,130,0,0,0,7,3829,0
8742,3,1,3,3,93,0,1,0,3,3624,1
8743,4,1,2,3,87,0,1,0,6,2672,1
8744,0,1,1,0,132,0,1,0,6,3060,0
8745,1,1,1,1,164,0,1,1,6,3605,1
8746,2,1,2,1,16,0,2,0,7,2699,0
8747,4,1,3,4,125,1,2,1,8,3359,0
8748,3,1,2,4,162,1,1,1,7,2166,1
8749,4,1,2,1,37,1,2,0,4,3976,0
8750,0,1,1,0,43,1,1,0,3,2763,0
8751,1,1,3,0,155,2,2,1,9,3961,0
8752,2,1,3,0,162,1,0,1,2,2993,0
8753,4,1,2,1,133,0,2,0,6,2942,1
8754,3,1,4,3,124,2,1,1,4,3518,1
8755,4,1,3,2,64,1,1,0,9,2527,1
8756,0,1,1,0,58,1,2,1,3,2729,0
8757,1,1,3,2,101,3,1,0,0,3630,0
8758,2,1,2,3,45,1,1,1,9,2403,0
8759,4,1,1,1,103,0,2,0,6,3584,1
8760,3,1,2,2,91,4,1,0,8,3904,0
8761,4,1,1,3,40,1,2,1,5,2729,0
8762,0,1,1,3,136,3,2,1,8,3798,0
8763,1,0,1,1,161,0,1,0,8,3163,1
8764,2,0,2,0,60,0,2,1,3,3293,0
8765,4,0,1,4,83,1,1,1,1,2998,0
8766,3,0,3,4,86,1,1,0,8,3445,0
8767,4,0,2,3,113,4,1,0,6,2939,0
8768,0,0,3,4,41,1,2,0,4,2906,0
8769,1,0,3,1,78,3,2,1,7,2753,0
8770,2,0,1,3,155,1,2,1,4,3655,1
8771,4,0,3,3,124,0,2,1,7,3152,0
8772,3,0,1,2,100,2,1,0,8,3678,1
8773,4,0,1,0,66,1,2,0,9,3769,0
8774,0,0,2,1,146,0,2,0,7,3310,1
8775,1,0,2,2,130,1,2,1,9,3368,0
8776,2,0,1,0,5,1,2,1,6,2390,1
8777,4,0,3,1,130,1,2,0,0,3505,0
8778,3,0,3,2,184,4,0,1,4,2685,0
8779,4,0,2,1,161,0,0,1,2,2226,1
8780,0,0,3,4,89,3,1,1,4,2198,0
8781,1,0,1,1,103,1,1,0,7,3486,0
8782,2,0,1,1,177,1,0,1,7,3793,1
8783,4,0,2,4,133,2,2,0,5,2273,0
8784,3,0,1,2,103,1,2,0,0,2128,1
8785,4,2,1,0,55,1,1,0,6,2192,0
8786,0,2,3,0,117,0,0,0,9,3654,1
8787,1,2,1,3,55,1,2,0,2,3022,0
8788,2,2,2,1,116,1,1,1,4,3469,0
8789,4,2,2,2,79,1,1,0,8,2929,1
8790,3,2,1,2,86,2,1,0,1,2841,1
8791,4,2,3,1,115,0,2,0,1,3155,0
8792,0,2,1,0,64,1,2,0,4,3577,0
8793,1,2,1,4,172,0,2,0,9,3926,0
8794,2,2,1,4,92,2,2,1,2,2154,0
8795,4,2,1,1,138,1,2,1,4,2851,1
8796,3,2,3,0,55,2,1,1,4,2650,0
8797,4,2,1,2,54,0,2,1,8,2219,0
8798,0,2,1,4,172,1,1,0,5,2288,1
8799,1,2,0,3,152,1,1,0,6,2258,0
8800,2,2,1,2,136,0,2,0,7,3597,1
8801,4,2,3,1,68,1,2,0,5,2415,0
8802,3,2,1,2,115,1,2,1,2,3437,1
8803,4,2,1,4,99,0,2,0,8,3865,0
8804,0,2,2,4,112,0,1,0,3,3864,0
8805,1,2,1,0,80,0,2,0,3,3769,0
8806,2,2,3,1,162,1,2,0,7,3006,0
8807,4,2,2,3,128,1,2,0,0,2346,0
8808,3,2,2,3,167,1,2,1,0,3348,1
8809,4,2,1,0,107,7,2,0,6,3948,1
8810,0,2,2,3,170,5,2,0,9,3932,0
8811,1,2,4,0,93,1,2,0,8,3377,0
8812,2,2,1,0,146,6,2,0,7,3458,0
8813,4,2,2,1,169,2,2,0,2,2237,1
8814,3,2,1,1,42,7,1,1,0,3764,1
8815,4,2,2,3,172,1,1,0,8,2235,1
8816,0,2,2,2,115,5,0,1,8,3698,1
8817,1,2,4,2,41,6,1,0,5,4017,1
8818,2,2,2,4,138,3,1,0,1,83,1
8819,4,2,3,3,146,3,1,1,0,552,1
8820,3,2,5,1,211,2,1,1,7,532,0
8821,4,2,4,0,164,2,1,0,5,741,0
8822,0,2,2,3,143,3,1,0,5,233,0
8823,1,2,4,1,209,2,1,0,8,548,0
8824,2,2,3,1,158,4,1,1,4,855,0
8825,4,2,0,0,162,3,1,1,9,216,1
8826,3,2,3,2,171,4,1,0,7,405,1
8827,4,2,2,2,150,3,1,1,6,130,0
8828,0,2,2,2,150,3,1,0,0,652,1
8829,1,2,2,3,165,3,2,0,1,669,1
8830,2,2,3,4,143,3,1,1,5,857,1
8831,4,2,3,4,149,3,1,1,4,368,1
8832,3,2,3,0,141,3,2,0,7,146,1
8833,4,2,5,2,211,2,1,0,0,570,1
8834,0,2,3,3,156,3,1,1,1,818,1
8835,1,2,3,1,129,3,1,1,4,14,0
8836,2,2,4,3,162,2,1,1,8,100,0
8837,4,2,5,4,158,2,2,0,5,473,1
8838,3,2,3,0,136,3,1,1,5,411,0
8839,4,2,5,0,159,2,2,0,7,84,1
8840,0,2,3,2,139,3,1,1,3,951,0
8841,1,2,5,0,173,2,2,1,3,114,1
8842,2,2,1,0,115,1,2,1,0,2975,1
8843,4,2,1,3,99,0,2,0,9,2152,0
8844,3,2,2,4,112,0,1,1,0,2160,0
8845,4,2,1,4,80,0,2,0,7,3645,1
8846,0,2,3,0,162,1,2,0,7,3738,0
8847,1,2,2,2,128,1,2,0,5,3133,1
8848,2,2,2,2,167,1,2,1,2,2774,0
8849,4,2,1,4,107,7,2,0,0,3078,0
8850,3,2,2,3,170,5,2,1,2,3718,1
8851,4,2,4,2,93,1,2,0,2,3141,0
8852,0,2,1,0,146,6,2,1,3,3027,0
8853,1,2,2,1,169,2,2,0,9,2675,1
8854,2,2,1,0,42,7,1,0,3,2600,1
8855,4,2,2,2,172,1,1,0,9,4023,0
8856,3,2,2,0,115,5,0,1,3,2581,1
8857,4,2,4,3,41,6,1,0,8,2485,1
8858,0,2,2,4,138,3,1,0,2,451,1
8859,1,2,3,0,146,3,1,0,7,788,0
8860,2,2,5,0,211,2,1,1,3,358,1
8861,4,2,4,2,164,2,1,0,0,750,0
8862,3,2,2,4,143,3,1,1,5,325,0
8863,4,2,4,1,209,2,1,1,1,192,0
8864,0,2,3,0,158,4,1,1,0,20,0
8865,1,2,0,2,162,3,1,0,5,705,0
8866,2,2,3,0,171,4,1,1,2,776,0
8867,4,2,2,4,150,3,1,0,1,23,1
8868,3,2,2,2,150,3,1,1,4,382,0
8869,4,2,2,3,165,3,2,0,1,801,0
8870,0,2,3,2,143,3,1,1,9,759,0
8871,1,2,3,4,149,3,1,1,9,281,1
8872,2,2,3,2,141,3,2,0,3,548,0
8873,4,2,5,0,211,2,1,1,1,945,0
8874,3,2,3,0,156,3,1,1,3,299,0
8875,4,2,3,3,129,3,1,0,5,960,0
8876,0,2,4,2,185,2,2,0,7,854,0
8877,1,2,4,4,173,2,2,0,6,243,1
8878,2,1,2,0,175,3,2,0,2,318,0
8879,4,1,3,1,143,3,2,0,5,300,1
8880,3,1,5,4,212,2,2,1,0,459,1
8881,4,1,4,0,160,2,1,0,6,359,1
8882,0,1,2,4,155,3,2,0,6,66,1
8883,1,1,3,2,174,3,2,1,8,739,1
8884,2,1,4,3,193,2,1,0,0,635,0
8885,4,1,4,3,157,2,2,0,5,925,0
8886,3,1,5,2,209,2,2,0,4,194,0
8887,4,1,1,3,123,4,1,0,1,809,0
8888,0,1,2,0,135,3,2,0,9,140,0
8889,1,1,4,3,202,2,2,0,7,421,1
8890,2,1,4,4,186,2,1,1,3,32,0
8891,4,1,3,2,144,3,1,1,3,376,0
8892,3,1,3,1,127,3,2,0,5,853,0
8893,4,1,2,0,130,3,1,1,8,512,0
8894,0,1,3,4,157,3,1,0,3,464,0
8895,1,1,4,3,153,2,1,1,1,498,0
8896,2,1,4,3,198,2,2,1,4,170,0
8897,4,1,3,0,129,3,1,1,1,785,0
8898,3,1,4,4,157,2,1,1,1,862,1
8899,4,1,3,0,140,3,2,1,9,925,0
8900,0,0,5,1,188,2,1,0,0,81,1
8901,1,0,3,1,148,3,1,1,0,845,1
8902,2,0,4,2,173,2,1,0,3,912,1
8903,4,0,4,4,212,2,1,0,6,74,0
8904,3,0,4,3,174,2,1,0,9,677,0
8905,4,0,3,2,142,3,1,1,0,841,1
8906,0,0,2,4,199,1,1,0,1,672,0
8907,1,0,0,1,214,1,1,1,0,530,1
8908,2,0,4,1,194,2,2,1,0,107,0
8909,4,0,5,1,192,2,0,1,3,311,0
8910,3,0,4,4,203,2,1,1,1,188,0
8911,4,0,4,4,147,2,1,0,5,864,1
8912,0,0,3,2,133,3,1,0,0,192,0
8913,1,0,4,1,192,2,2,1,8,392,1
8914,2,0,4,2,180,2,1,1,5,649,1
8915,4,0,5,3,174,2,2,0,4,712,0
8916,3,0,2,2,150,3,2,1,9,625,1
8917,4,0,3,4,173,3,1,1,4,719,0
8918,0,0,3,2,145,3,1,0,1,806,1
8919,1,0,2,3,152,3,2,1,1,630,0
8920,2,0,4,1,175,2,2,1,2,616,0
8921,4,0,2,4,154,3,2,1,5,641,0
8922,3,2,3,4,133,3,2,1,1,938,1
8923,4,2,5,2,200,2,1,1,3,379,0
8924,0,2,4,0,211,2,1,0,2,940,0
8925,1,2,5,0,162,2,1,0,2,464,0
8926,2,2,4,1,159,2,2,0,2,344,0
8927,4,2,3,2,67,1,2,1,0,808,0
8928,3,2,3,4,169,4,1,1,3,902,1
8929,4,2,2,2,173,3,1,1,1,267,1
8930,0,2,4,2,177,3,1,1,7,722,1
8931,1,2,3,4,161,3,1,1,4,636,0
8932,2,2,4,2,162,2,2,1,8,889,0
8933,4,2,3,2,44,3,2,0,5,796,0
8934,3,2,3,1,172,3,2,0,1,57,1
8935,4,2,4,3,183,2,1,0,4,235,0
8936,0,2,2,2,129,3,2,1,2,219,0
8937,1,2,4,3,200,2,2,1,4,757,1
8938,2,2,3,2,66,2,1,0,5,931,0
8939,4,2,2,2,112,1,2,0,6,2627,1
8940,3,2,2,1,89,0,2,0,2,3416,0
8941,4,2,2,3,174,0,2,0,5,3289,0
8942,0,2,1,0,170,1,1,0,7,2674,0
8943,1,2,2,4,52,0,1,1,1,2969,1
8944,2,2,2,4,105,1,1,0,0,3929,1
8945,4,2,2,0,75,0,2,0,0,3760,0
8946,3,2,2,2,140,1,1,1,0,2847,0
8947,4,2,2,3,124,1,1,0,3,3669,0
8948,0,2,2,1,65,2,1,0,8,2809,1
8949,1,2,3,0,145,1,1,1,6,3403,0
8950,2,2,3,3,112,0,1,1,8,2669,0
8951,4,2,4,4,54,1,2,1,2,3788,0
8952,3,2,2,2,137,0,2,0,2,2843,0
8953,4,2,0,1,2,3,2,1,9,2479,0
8954,0,2,1,1,175,3,1,1,4,2966,0
8955,1,2,0,1,151,1,1,0,3,2782,1
8956,2,2,1,4,122,2,1,1,3,3391,0
8957,4,2,3,2,86,2,2,1,4,2864,1
8958,3,2,2,1,165,0,2,0,3,3956,1
8959,4,2,3,0,71,1,1,1,8,2757,0
8960,0,2,1,2,110,1,1,0,2,3787,1
8961,1,2,4,3,161,4,1,0,6,2380,0
8962,2,2,2,2,89,3,1,0,8,3694,0
8963,4,2,3,1,87,3,0,0,7,2911,0
8964,3,2,3,0,89,1,2,0,6,2942,1
8965,4,2,1,4,82,1,1,0,6,2251,0
8966,0,2,2,3,162,1,0,1,9,3041,1
8967,1,2,2,0,142,2,2,0,9,2947,0
8968,2,2,1,1,113,0,1,1,8,3271,0
8969,4,2,0,2,164,0,1,0,0,2648,0
8970,3,2,2,4,151,0,2,0,8,2753,0
8971,4,2,1,2,165,1,1,1,1,3676,1
8972,0,2,2,4,147,2,1,0,0,3389,0
8973,1,2,3,0,64,2,2,1,4,3874,0
8974,2,2,3,1,107,0,2,0,1,2808,1
8975,4,2,1,4,124,2,1,0,4,3723,0
8976,3,2,1,1,137,1,2,1,6,3871,0
8977,4,2,2,3,5,3,1,0,7,2308,0
8978,0,2,3,3,95,2,1,1,7,2666,1
8979,1,2,1,2,169,1,1,0,9,2213,1
8980,2,2,2,2,153,1,1,1,3,2903,0
8981,4,2,2,3,88,1,1,0,9,3749,1
8982,3,2,3,4,86,1,2,0,9,3139,0
8983,4,2,3,4,102,0,0,1,2,3315,0
8984,0,2,1,0,14,2,2,0,5,3527,1
8985,1,2,2,2,172,0,1,0,3,3345,1
8986,2,2,2,2,50,1,2,0,9,3431,0
8987,4,2,3,1,139,0,1,0,9,3022,0
8988,3,2,3,1,174,1,1,1,2,3332,1
8989,4,2,2,3,78,0,1,0,0,2643,1
8990,0,2,2,1,143,2,1,0,9,3581,1
8991,1,2,1,3,140,2,0,0,8,2839,0
8992,2,2,2,4,66,0,2,0,8,3406,1
8993,4,2,1,3,164,1,1,0,7,3283,0
8994,3,2,1,0,121,1,1,0,0,2293,1
8995,4,2,3,2,136,1,2,1,2,2628,0
8996,0,2,2,4,164,1,2,0,5,2337,0
8997,1,2,2,1,88,1,2,0,4,3961,1
8998,2,2,3,3,49,2,1,1,3,2883,0
8999,4,2,3,0,93,0,2,1,9,3314,0
9000,3,2,3,2,54,0,0,0,8,2554,0
9001,4,2,1,2,104,1,1,1,2,3780,0
9002,0,2,3,0,37,0,2,1,0,2740,0
9003,1,2,2,1,164,1,1,1,3,3557,1
9004,2,2,2,1,99,0,2,1,9,2738,0
9005,4,2,2,2,149,2,2,1,3,3969,0
9006,3,2,4,2,70,2,1,1,9,3820,1
9007,4,2,1,4,149,2,1,1,7,3648,0
9008,0,2,4,1,34,3,1,1,2,3700,0
9009,1,2,1,4,108,2,1,1,5,2965,1
9010,2,2,2,1,114,1,1,1,7,3718,1
9011,4,2,1,4,168,2,2,0,7,2437,0
9012,3,2,3,1,45,0,2,0,0,2402,0
9013,4,2,1,4,66,1,2,0,0,2542,0
9014,0,2,2,4,41,0,1,1,5,2175,1
9015,1,1,2,2,45,0,1,0,7,2443,0
9016,2,1,4,2,31,1,2,0,6,3623,1
9017,4,1,0,1,174,2,1,1,5,3634,0
9018,3,1,1,3,89,2,2,0,5,3383,0
9019,4,1,2,0,145,1,1,1,5,3869,0
9020,0,1,1,1,28,3,2,1,9,3409,0
9021,1,1,1,3,132,2,2,1,5,3030,0
9022,2,1,3,3,44,1,2,1,3,2721,0
9023,4,1,4,2,96,2,1,1,8,3307,1
9024,3,1,2,1,157,3,1,0,2,2773,1
9025,4,1,1,3,191,3,2,0,8,3371,0
9026,0,1,1,3,66,3,1,0,0,2355,1
9027,1,1,1,3,60,1,1,1,3,2726,0
9028,2,1,2,2,91,2,1,1,3,2851,0
9029,4,1,4,2,75,1,1,0,0,3035,0
9030,3,1,4,1,144,4,1,1,2,3993,1
9031,4,1,1,2,154,2,2,1,0,2813,0
9032,0,1,2,4,84,2,0,0,9,3247,1
9033,1,1,1,0,146,2,1,1,9,2901,1
9034,2,1,1,0,66,2,2,0,3,3727,0
9035,4,1,3,4,114,1,2,1,7,3937,1
9036,3,1,2,0,93,0,2,1,3,2239,0
9037,4,0,2,4,91,0,1,1,5,2429,1
9038,0,0,2,0,83,0,2,0,6,2703,0
9039,1,0,0,0,103,0,1,0,9,3406,0
9040,2,0,3,0,62,2,2,0,3,3731,1
9041,4,0,1,3,85,1,1,1,9,3341,1
9042,3,0,1,4,142,0,1,0,7,3807,0
9043,4,0,3,4,129,2,0,0,2,3339,1
9044,0,0,3,0,76,0,2,0,2,2978,0
9045,1,0,2,1,103,1,1,1,3,2190,0
9046,2,0,2,3,152,1,0,0,9,2634,0
9047,4,0,1,1,130,1,1,0,4,3537,0
9048,3,0,2,0,81,1,2,0,5,3283,0
9049,4,0,1,3,142,0,1,1,4,2460,1
9050,0,0,2,4,65,1,1,0,4,2828,0
9051,1,0,0,0,175,1,1,1,0,2639,0
9052,2,0,3,1,158,1,2,0,7,3923,1
9053,4,0,2,1,142,0,1,1,0,3297,0
9054,3,0,3,4,73,1,2,1,1,3971,1
9055,4,0,1,2,72,0,0,1,9,3395,1
9056,0,0,0,4,147,1,0,1,6,2590,0
9057,1,0,2,4,99,1,2,1,6,2925,0
9058,2,0,1,1,131,1,0,1,4,2283,1
9059,4,2,1,1,103,1,2,0,9,3806,1
9060,3,2,1,1,64,1,1,0,6,2573,0
9061,4,2,0,1,64,4,2,0,8,3055,1
9062,0,2,2,3,155,2,1,0,9,4009,0
9063,1,2,4,1,129,2,1,1,5,3824,1
9064,2,2,2,2,164,2,1,0,4,3370,0
9065,4,2,2,1,167,1,2,1,3,3020,1
9066,3,2,3,4,100,1,2,1,6,2204,1
9067,4,2,2,1,88,0,2,0,9,3985,0
9068,0,2,3,4,135,0,2,0,5,3894,0
9069,1,2,1,0,57,0,1,1,6,3357,1
9070,2,2,1,0,77,0,1,0,6,2781,0
9071,4,2,1,0,63,1,1,0,2,3124,0
9072,3,2,3,3,41,0,1,1,6,3399,1
9073,4,2,1,0,153,0,2,1,8,4012,1
9074,0,2,1,4,151,1,2,1,9,2401,1
9075,1,2,1,1,109,1,0,1,2,2663,1
9076,2,2,1,1,113,1,2,1,4,3081,0
9077,4,2,1,1,151,0,0,1,0,2357,0
9078,3,2,2,2,129,0,2,0,1,2285,1
9079,4,2,1,4,54,7,1,1,1,3122,0
9080,0,2,3,1,114,5,2,0,3,2627,1
9081,1,2,1,1,151,0,1,0,1,2774,0
9082,2,2,3,4,71,1,2,1,8,2432,1
9083,4,2,2,4,137,1,2,0,6,3652,1
9084,3,2,0,4,108,7,1,0,0,2805,0
9085,4,2,3,4,44,6,2,1,1,2885,1
9086,0,2,4,2,122,4,0,1,7,3911,0
9087,1,2,1,2,154,1,1,1,8,3075,0
9088,2,2,1,3,129,2,1,1,9,2567,1
9089,4,2,5,0,212,2,2,0,1,486,0
9090,3,2,4,4,160,2,1,0,1,159,0
9091,4,2,2,2,155,3,2,1,1,464,0
9092,0,2,3,2,174,3,2,0,7,832,0
9093,1,2,4,4,193,2,1,1,4,581,1
9094,2,2,4,2,157,2,2,0,8,796,0
9095,4,2,5,1,209,2,2,1,6,786,0
9096,3,2,1,2,123,4,1,1,9,112,0
9097,4,2,2,1,135,3,2,1,7,543,0
